tweets,id,len,date,source,likes,retweets,polarity,subjectivity,Sentiment
": well done, guys! :raising_hands:

 are through to the fifaworldcup semi-finals! :argentina::clapping_hands: ",1601341613283848193,122,2022-12-09 22:22:46,Twitter for Android,0,12,0.0,0.0,Neutral
": croatia runs to fight for another fifaworldcup medal
:red_heart::croatia::flexed_biceps::four_leaf_clover:
photo by igor kralj/pixsell 
bravoo! 
vatreni croatiafu…",1601341613271560192,140,2022-12-09 22:22:46,Twitter for Android,0,49,0.0,0.0,Neutral
": emi martinez and lionel messi won copa america together, messi's first senior trophy with argentina. martinez promised mess…",1601341612864720896,140,2022-12-09 22:22:46,Twitter for iPhone,0,17,0.25,0.3333333333333333,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341612075847680,115,2022-12-09 22:22:46,Twitter for iPhone,0,238,0.0,0.0,Neutral
": the dream lives on! 
argentinna messi qatar2022 fifaworldcup ",1601341611861909505,101,2022-12-09 22:22:46,Twitter Web App,0,2,0.0,0.0,Neutral
": in the words of the inimitable peter drury, “it was not his last dance… messi is still alive… argentina is still alive.”

va…",1601341610872418306,140,2022-12-09 22:22:46,Twitter for Android,0,1,0.05,0.23333333333333334,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341610641743872,97,2022-12-09 22:22:46,Twitter Web App,0,1063,0.0,0.0,Neutral
": argentina advance in a thriller!

fifaworldcup ",1601341610482364416,88,2022-12-09 22:22:46,Twitter for iPhone,0,170,0.0,0.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341610306211840,92,2022-12-09 22:22:46,Twitter for Android,0,2822,0.0,0.0,Neutral
": the highs and lows.

some photo from  

fifaworldcup ",1601341610238701568,109,2022-12-09 22:22:46,Twitter for Android,0,1,0.0,0.0,Neutral
": in 2014, lionel messi was named player of the tournament after argentina lost in the world cup final.⁠
⁠
in 2018, luka modrić…",1601341609404432384,139,2022-12-09 22:22:45,Twitter for Android,0,114,0.0,0.0,Neutral
": • :studio_microphone:| leo messi: ""fifa can't put these referees in a match like this. he's not up to par.""

• :studio_microphone:| emiliano martinez: ""we ha…",1601341608938463232,140,2022-12-09 22:22:45,Twitter for Android,0,121,0.0,0.0,Neutral
"huge emimartinez saves send argentina to semis

qatar2022 fifaworldcup
",1601341608821227520,98,2022-12-09 22:22:45,TweetDeck,0,0,0.4000000000000001,0.9,Positive
there was zero sportsmanship by argentina today! what a low class game. was absolutely gobsmacked when the referee… ,1601341608753909760,140,2022-12-09 22:22:45,Twitter for iPhone,0,0,-0.06666666666666667,0.5333333333333333,Negative
": :magnifying_glass_tilted_right: | focus

lionel messi v netherlands:

:ok_hand: 67 touches
:soccer_ball: 1 goal
:bullseye: 6 shots/2 on target (1.01 total xg)
:a_button_(blood_type): 1 assist
:key: 3 key…",1601341608653246464,139,2022-12-09 22:22:45,Twitter Web App,0,212,0.16666666666666666,0.9166666666666666,Positive
: :police_car_light: lovely moment as a child from the celebrating croatia squad - looks like ivan perisic family - runs over to console n…,1601341607252328448,140,2022-12-09 22:22:45,Twitter for iPhone,0,1512,0.5,0.75,Positive
": following any messi𓃵 fans that like an retweeted this tweet! :backhand_index_pointing_down::hundred_points::goat:
messi𓃵 goat𓃵 fifaworldcup ",1601341606904221697,136,2022-12-09 22:22:45,Twitter for Android,0,3,0.0,0.1,Neutral
: sat down with the legend peter drury in doha on how he comes up with the poetic commentary as per the questions you guys se…,1601341606640373760,140,2022-12-09 22:22:45,Twitter for Android,0,849,0.10972222222222221,0.5194444444444445,Positive
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341606577459200,94,2022-12-09 22:22:45,Twitter Web App,0,257,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we’re in the sf’s because we have balls, we did it for 45 million people” fifaworldcup",1601341606212161536,128,2022-12-09 22:22:45,Twitter for Android,0,267,0.0,0.0,Neutral
": the dream is still very much alive :goat:

fifaworldcup ",1601341606119866369,96,2022-12-09 22:22:45,Twitter for iPhone,0,132,0.1,0.4,Positive
great day for the fifaworldcup. we got to watch the dutch absolutely melt under pressure. loved watching … ,1601341605528883201,139,2022-12-09 22:22:44,Twitter for iPhone,0,0,0.5666666666666667,0.8166666666666668,Positive
": argentina are through to the semi-finals!

 | fifaworldcup",1601341605273038851,92,2022-12-09 22:22:44,Twitter for Android,0,2822,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341604564209665,115,2022-12-09 22:22:44,Twitter for iPhone,0,238,0.0,0.0,Neutral
"i feel bad for the netherlands fans, it’s insane how much heartbreaks they have to deal with fifaworldcup",1601341604476129280,106,2022-12-09 22:22:44,Twitter for iPhone,0,0,-0.49999999999999994,0.6222222222222221,Negative
": if messi wins all the two games left in the fifaworldcup, he will be able to lift the world cup trophy :trophy: 

can he achieve…",1601341604077662208,140,2022-12-09 22:22:44,Twitter Web App,0,19,0.26666666666666666,0.27499999999999997,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341603654045696,97,2022-12-09 22:22:44,Twitter for iPhone,0,1063,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341602789986304,115,2022-12-09 22:22:44,Twitter for Android,0,238,0.0,0.0,Neutral
": argentina advance in a thriller!

fifaworldcup ",1601341601795964928,88,2022-12-09 22:22:44,Twitter for Android,0,170,0.0,0.0,Neutral
"this fifa had been so great so far .
fifaworldcup",1601341601686892544,50,2022-12-09 22:22:43,Twitter for Android,0,0,0.45,0.875,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341601141620737,97,2022-12-09 22:22:43,Twitter for Android,0,1063,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341600780943361,115,2022-12-09 22:22:43,Twitter for iPhone,0,238,0.0,0.0,Neutral
": no way.

wout weghorst did the exact same set-piece play for wolfsburg two years ago in the bundesliga. today, it brings…",1601341600718008320,139,2022-12-09 22:22:43,Twitter for iPhone,0,77,0.125,0.1875,Positive
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341600483135488,98,2022-12-09 22:22:43,Twitter for Android,0,716,-0.45,1.0,Negative
"the two heroes of the night :red_heart:
fifaworldcup argentina ",1601341600340533248,78,2022-12-09 22:22:43,Twitter for Android,1,0,0.0,0.0,Neutral
just finished watching the game on catch-up… and even the ref’s gone and booked me for time wasting ned arg… ,1601341599732363264,134,2022-12-09 22:22:43,Twitter for iPhone,0,0,-0.4,0.4,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341599438368769,115,2022-12-09 22:22:43,Twitter for iPhone,0,238,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341599132561408,115,2022-12-09 22:22:43,Twitter for iPhone,0,238,0.0,0.0,Neutral
": 1930 :uruguay::argentina:
1934
1938 :brazil:
1950 :uruguay::brazil:
1954 :uruguay:
1958 :brazil:
1962 :brazil::chile: 
1966
1970 :brazil::argentina:
1974 :brazil:
1978 :argentina::brazil:
1982
1986 :argentina:
1990 :argentina:
1994 :brazil:
1998…",1601341598750584832,140,2022-12-09 22:22:43,Twitter for Android,0,126,0.0,0.0,Neutral
": louis van gaal’s ned record at the fifaworldcup:

:green_circle: vs :spain:
:green_circle: vs :australia:
:green_circle: vs :chile:
:green_circle: vs :mexico:
:green_circle: vs :costa_rica: (on penalties)
:red_circle: vs :argentina: (on p…",1601341598411128832,140,2022-12-09 22:22:43,Twitter Web App,0,28,-0.75,1.0,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341597349687296,115,2022-12-09 22:22:42,Twitter Web App,0,238,0.0,0.0,Neutral
": arg players to the ned squad after the penalty shootout :eyes:

fifaworldcup tsworldcup ",1601341597224153089,125,2022-12-09 22:22:42,Twitter for iPhone,0,113,0.0,0.0,Neutral
": messi knew who to thank! :argentina:

argentina fifaworldcup 

",1601341596947353601,92,2022-12-09 22:22:42,Twitter for Android,0,70,0.0,0.0,Neutral
": :police_car_light: messi: “a tough game awaits us against croatia, it's a semi-final and it's going to be very tough. we are really enjoy…",1601341596385308673,140,2022-12-09 22:22:42,Twitter for Android,0,308,-0.27361111111111114,0.6083333333333334,Negative
": well done, guys! :raising_hands:

 are through to the fifaworldcup semi-finals! :argentina::clapping_hands: ",1601341596070334464,122,2022-12-09 22:22:42,Twitter for Android,0,13,0.0,0.0,Neutral
": it had to be peter drury to set the tone for one the most 𝐄𝐀𝐆𝐄𝐑𝐋𝐘 awaited matches of the 2022 fifaworldcup :studio_microphone:

:television: stream liv…",1601341595651301376,140,2022-12-09 22:22:42,Twitter for Android,0,161,0.5,0.5,Positive
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341595420594177,94,2022-12-09 22:22:42,Twitter for Android,0,257,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341594652667904,140,2022-12-09 22:22:42,Twitter for Android,0,1046,0.6,0.9,Positive
": :star: lionel messi: motm - netherlands :netherlands: 2 (3) - (4) 2 :argentina: argentina 

:bow_and_arrow: shots - 6
:soccer_ball: goals - 1
:a_button_(blood_type): assists - 1
:locked_with_key: key passes - 3…",1601341594254594049,140,2022-12-09 22:22:42,Twitter for Android,0,167,0.0,1.0,Neutral
": :trophy: lionel messi’s argentina is two wins away from winning his 1st fifa world cup.

:soon_arrow: fifaworldcup champions

messi𓃵|arg…",1601341594132570113,140,2022-12-09 22:22:42,Twitter for Android,0,148,0.4,0.475,Positive
": the moment argentina moved on to the world cup semi-final!:argentina:

fifaworldcup ",1601341594057469954,115,2022-12-09 22:22:42,Twitter for iPhone,0,17,0.0,0.0,Neutral
": congratulations licha :argentina:

 is a fifaworldcup semi-finalist :clapping_hands: ",1601341593897689089,116,2022-12-09 22:22:42,Twitter for Android,0,221,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341593721503746,115,2022-12-09 22:22:42,Twitter for Android,0,238,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341592622665728,115,2022-12-09 22:22:41,Twitter for Android,0,238,0.0,0.0,Neutral
": argentina players appear to taunt the dutch after they beat them on penalties :argentina::netherlands:

telegraphfootball fifaworldcup http…",1601341592170024961,140,2022-12-09 22:22:41,Twitter Web App,0,38,0.0,0.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341592149069825,92,2022-12-09 22:22:41,Twitter for Android,0,2822,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341592098734081,115,2022-12-09 22:22:41,Twitter for iPhone,0,238,0.0,0.0,Neutral
never again should the name neymar be mentioned alongside messie and ronaldo fifaworldcup,1601341591729278976,90,2022-12-09 22:22:41,Twitter for iPad,0,0,0.0,0.0,Neutral
"i don’t know how many times i heard today that brazil were favorites. they never were. it’s france, even with the i… ",1601341591355957248,140,2022-12-09 22:22:41,Twitter for iPhone,0,0,0.5,0.5,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341591314014208,115,2022-12-09 22:22:41,Twitter Web App,0,238,0.0,0.0,Neutral
": people are so mad abt football that they forgot , they did boycottqatar2022 for sometime ! :thinking_face:

remember the indian p…",1601341591293427712,140,2022-12-09 22:22:41,Twitter for Android,0,1,-0.78125,1.0,Negative
: omg omg omg :loudly_crying_face::loudly_crying_face::loudly_crying_face: fuck! thank you lord messi lautaromartinez  worldcup2022 fifaworldcup argentina ,1601341590848516096,140,2022-12-09 22:22:41,Twitter for Android,0,26,-0.5,0.6,Negative
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341589192048642,140,2022-12-09 22:22:41,Twitter for Android,0,1046,0.6,0.9,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341589019729920,115,2022-12-09 22:22:40,Twitter for iPhone,0,238,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341588550356996,97,2022-12-09 22:22:40,Twitter for iPhone,0,1063,0.0,0.0,Neutral
argentina defeated the netherlands 4-3 on penalties to advance to the semi-finals. the south americans went ahead b… ,1601341588458065920,140,2022-12-09 22:22:40,Twitter Web App,0,0,0.0,0.0,Neutral
: argentina and croatia to face off in the semi-finals of the world cup. fifaworldcup ,1601341588286103553,121,2022-12-09 22:22:40,Twitter for Android,0,345,0.0,0.0,Neutral
": enzo fernandez kicked the ball into the bench :flushed_face:

:movie_camera::  | fifaworldcup 
",1601341588277702658,121,2022-12-09 22:22:40,Twitter for Android,0,49,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341588008943616,115,2022-12-09 22:22:40,Twitter for iPhone,0,238,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341587170430977,98,2022-12-09 22:22:40,Twitter for iPhone,0,716,-0.45,1.0,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341586532864000,115,2022-12-09 22:22:40,Twitter Web App,0,238,0.0,0.0,Neutral
": :trophy: lionel messi’s argentina is two wins away from winning his 1st fifa world cup.

:soon_arrow: fifaworldcup champions

messi𓃵|arg…",1601341585534648320,140,2022-12-09 22:22:40,Twitter for iPad,0,148,0.4,0.475,Positive
": :police_car_light: messi: “we didn't play to reach extra time, [but] we knew how to handle pressure. we are in the semifinals because arg…",1601341584674816001,140,2022-12-09 22:22:39,Twitter Web App,0,202,0.0,0.1,Neutral
": the first world cup semi-final is set :popcorn::fire:

:croatia: croatia vs argentina :argentina:

hrv | arg | fifaworldcup ",1601341584326688768,140,2022-12-09 22:22:39,Twitter for Android,0,32,0.25,0.3333333333333333,Positive
": 1930 :uruguay::argentina:
1934
1938 :brazil:
1950 :uruguay::brazil:
1954 :uruguay:
1958 :brazil:
1962 :brazil::chile: 
1966
1970 :brazil::argentina:
1974 :brazil:
1978 :argentina::brazil:
1982
1986 :argentina:
1990 :argentina:
1994 :brazil:
1998…",1601341584276324353,140,2022-12-09 22:22:39,Twitter Web App,0,126,0.0,0.0,Neutral
: fifaworldcup cristianoronaldo messi𓃵  look who made it to the worst 11 of world cup group stage. ,1601341584267542528,140,2022-12-09 22:22:39,Twitter Web App,0,2,-1.0,1.0,Negative
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341583663988736,140,2022-12-09 22:22:39,Twitter for Android,0,1046,0.6,0.9,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341583466459136,97,2022-12-09 22:22:39,Twitter for Android,0,1063,0.0,0.0,Neutral
": that, my friends, was an all-time fifaworldcup classic",1601341583433289730,75,2022-12-09 22:22:39,Twitter for iPhone,0,23,0.16666666666666666,0.16666666666666666,Positive
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341583248748544,97,2022-12-09 22:22:39,Twitter for Android,0,1063,0.0,0.0,Neutral
": sliding into the semis :ox::argentina:

fifaworldcup qatar2022 forzainter ",1601341582263091202,102,2022-12-09 22:22:39,Twitter Web App,0,21,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341581780320258,140,2022-12-09 22:22:39,Twitter for iPad,0,1046,0.6,0.9,Positive
": argentina are through to the semi-finals!

 | fifaworldcup",1601341581646102528,92,2022-12-09 22:22:39,Twitter Web App,0,2822,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341581441007616,115,2022-12-09 22:22:39,Twitter for Android,0,238,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341580505673728,98,2022-12-09 22:22:38,Twitter for Android,0,717,-0.45,1.0,Negative
": • :studio_microphone:| leo messi: ""fifa can't put these referees in a match like this. he's not up to par.""

• :studio_microphone:| emiliano martinez: ""we ha…",1601341580493062145,140,2022-12-09 22:22:38,Twitter for Android,0,123,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341580182712320,140,2022-12-09 22:22:38,Twitter for iPhone,0,1047,0.6,0.9,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341579654225920,115,2022-12-09 22:22:38,Twitter for iPhone,0,238,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341579545178112,115,2022-12-09 22:22:38,Twitter for Android,0,238,0.0,0.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341579016671232,92,2022-12-09 22:22:38,Twitter for Android,0,2822,0.0,0.0,Neutral
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341578911842304,140,2022-12-09 22:22:38,Twitter Web App,0,1047,0.6,0.9,Positive
": argentina are through to the semi-finals!

 | fifaworldcup",1601341578261721088,92,2022-12-09 22:22:38,Twitter for Android,0,2822,0.0,0.0,Neutral
": :star: lionel messi: motm - netherlands :netherlands: 2 (3) - (4) 2 :argentina: argentina 

:bow_and_arrow: shots - 6
:soccer_ball: goals - 1
:a_button_(blood_type): assists - 1
:locked_with_key: key passes - 3…",1601341578072637440,140,2022-12-09 22:22:38,Twitter for Android,0,167,0.0,1.0,Neutral
": croatia's hero. again! :croatia::gloves:

fifaworldcup | qatar2022 ",1601341577745817600,98,2022-12-09 22:22:38,Twitter for iPad,0,4697,0.0,0.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341577523523584,92,2022-12-09 22:22:38,Twitter for Android,0,2822,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341577036959744,115,2022-12-09 22:22:38,Twitter for Android,0,238,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341576680468481,115,2022-12-09 22:22:38,Twitter for iPhone,0,238,0.0,0.0,Neutral
": jeremie frimpong failed to play a single minute at the 2022 fifaworldcup thus, he will still be eligible to represent…",1601341576676274176,139,2022-12-09 22:22:38,Twitter for iPhone,0,60,-0.2857142857142857,0.2571428571428571,Negative
": full-time: ned 2-2 arg (argentina win 4-3 on pens)

messi is through to the semi-finals! :goat:

fifaworldcup qatar2022 http…",1601341576210681856,140,2022-12-09 22:22:37,Twitter for iPhone,0,65,1.0,0.4,Positive
": :magnifying_glass_tilted_right: | focus

lionel messi v netherlands:

:ok_hand: 67 touches
:soccer_ball: 1 goal
:bullseye: 6 shots/2 on target (1.01 total xg)
:a_button_(blood_type): 1 assist
:key: 3 key…",1601341575950630914,139,2022-12-09 22:22:37,Twitter for Android,0,212,0.16666666666666666,0.9166666666666666,Positive
":star: lionel messi: motm - netherlands :netherlands: 2 (3) - (4) 2 :argentina: argentina 

:bow_and_arrow: shots - 6
:soccer_ball: goals - 1
:a_button_(blood_type): assists - 1
:locked_with_key: key p… ",1601341575866773504,140,2022-12-09 22:22:37,Twitter for iPhone,1,0,0.0,1.0,Neutral
": argentina are through to the semi-finals!

 | fifaworldcup",1601341575845404674,92,2022-12-09 22:22:37,Twitter for iPhone,0,2822,0.0,0.0,Neutral
": in 2014:
netherlands: :check_mark_button::cross_mark::check_mark_button::cross_mark:
argentina: :check_mark_button::check_mark_button::check_mark_button::check_mark_button:

in 2022:
netherlands: :cross_mark::cross_mark::check_mark_button::check_mark_button::check_mark_button:
argentina: :check_mark_button::check_mark_button::check_mark_button::cross_mark::check_mark_button:

when it comes to penalty shooto…",1601341575489290240,140,2022-12-09 22:22:37,Twitter Web App,0,39,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341575388622848,115,2022-12-09 22:22:37,Twitter for iPhone,0,238,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341575363055616,120,2022-12-09 22:22:37,Twitter for Android,0,2390,0.3,0.2,Positive
": emi martinez celebrating with leo messi :fire:

fifaworldcup ",1601341574796824576,94,2022-12-09 22:22:37,Twitter for Android,0,4,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341574398742529,115,2022-12-09 22:22:37,Twitter for Android,0,238,0.0,0.0,Neutral
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341574168055809,94,2022-12-09 22:22:37,Twitter Web App,0,258,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341574063214594,115,2022-12-09 22:22:37,Twitter for iPhone,0,238,0.0,0.0,Neutral
": :eyes: we knew that looked familiar! 

:large_blue_diamond::large_orange_diamond: | fifaworldcup",1601341573052014592,72,2022-12-09 22:22:37,Twitter for iPhone,0,15,0.46875,0.5,Positive
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341572972531720,115,2022-12-09 22:22:37,Twitter for iPhone,0,238,0.0,0.0,Neutral
"both of tonight's qf matches had to be decided through penalty shoot-out. what a game :fire::fire:

this is football :ok_hand:
fifaworldcup qatar2022",1601341572913635329,133,2022-12-09 22:22:37,Twitter for Android,0,0,-0.4,0.4,Negative
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341572758765568,94,2022-12-09 22:22:37,Twitter for iPhone,0,258,0.0,0.0,Neutral
": :bell: get free  footballer cards, for a limited time!

1. sign up :right_arrow: 
2. get :free_button: cards
3. build you…",1601341572703956993,140,2022-12-09 22:22:37,Twitter for Android,0,24,0.15535714285714286,0.4714285714285714,Positive
": ohh captain….my captain :white_heart:

messi went to emiliano martinez while the others celebrate after last penalty kick :face_holding_back_tears:

messi…",1601341572205129728,140,2022-12-09 22:22:36,Twitter for iPhone,0,1,0.0,0.06666666666666667,Neutral
": fun fact: there has been at least one inter player in every fifaworldcup final since 1982 :nerd_face:

and that is also guaranteed to…",1601341571760549888,139,2022-12-09 22:22:36,Twitter for Android,0,195,0.0,0.5333333333333333,Neutral
": ""game is over, just call gg team""

this one dude:

fifaworldcup ",1601341570678067200,104,2022-12-09 22:22:36,Twitter Web App,0,154,-0.4,0.4,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341570326097920,115,2022-12-09 22:22:36,Twitter Web App,0,238,0.0,0.0,Neutral
": in 2014:
netherlands: :check_mark_button::cross_mark::check_mark_button::cross_mark:
argentina: :check_mark_button::check_mark_button::check_mark_button::check_mark_button:

in 2022:
netherlands: :cross_mark::cross_mark::check_mark_button::check_mark_button::check_mark_button:
argentina: :check_mark_button::check_mark_button::check_mark_button::cross_mark::check_mark_button:

when it comes to penalty shooto…",1601341570196066304,140,2022-12-09 22:22:36,Twitter for iPhone,0,39,0.0,0.0,Neutral
": semi-final spot: secured :locked::check_mark_button:

fifaworldcup | qatar2022 ",1601341570078638080,97,2022-12-09 22:22:36,Twitter Web App,0,1063,0.0,0.0,Neutral
"cmoon lets fuxkingfodlndis goo vamoos argentina deserved

netherlands who? netherlands where? :right_arrow::airplane: airport :face_with_tears_of_joy: tic… ",1601341569923043328,140,2022-12-09 22:22:36,Twitter for Android,0,0,0.0,0.0,Neutral
": it all came down to lautaro martínez, the final penalty taker for argentina. martínez scored his team's fourth goal of the sho…",1601341569445285890,140,2022-12-09 22:22:36,Twitter for iPhone,0,20,-0.051851851851851864,0.42962962962962964,Negative
": :police_car_light: emiliano martinez: “we’re in the sf’s because we have balls, we did it for 45 million people” fifaworldcup",1601341569273331713,128,2022-12-09 22:22:36,Twitter for Android,0,267,0.0,0.0,Neutral
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341568417697793,115,2022-12-09 22:22:36,Twitter for iPhone,0,238,0.0,0.0,Neutral
: this fifaworldcup has been full of drama :grinning_face_with_sweat:,1601341568417341440,61,2022-12-09 22:22:36,Twitter for Android,0,3492,0.35,0.55,Positive
: lionel messi rushed to the keeper emi martinez to celebrate while all others were celebrating together as soon as penalties…,1601341568413114368,140,2022-12-09 22:22:36,Twitter for iPhone,0,19,0.0,0.0,Neutral
: you can't convince me that nedarg wasn't fixed. they just want it to be a thriller in the fifaworldcup to distract fro…,1601341568266690560,140,2022-12-09 22:22:36,Twitter for Android,0,3,0.1,0.2,Positive
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341567247454208,94,2022-12-09 22:22:35,Twitter for Android,0,258,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341566899335168,120,2022-12-09 22:22:35,Twitter Web App,0,2390,0.3,0.2,Positive
": :red_exclamation_mark:messi: ""i don't want to talk about the referee because you can't be honest. if you talk they sanction you, fifa must t…",1601341566848991232,140,2022-12-09 22:22:35,Twitter for iPhone,0,1048,0.6,0.9,Positive
": :warning: | quick stat

lionel messi's assist to nahuel molina was also the 68th key pass of his fifaworldcup career — he has n…",1601341566622498816,140,2022-12-09 22:22:35,Twitter for iPhone,0,368,0.16666666666666666,0.75,Positive
": argentina are through to the semi-finals!

 | fifaworldcup",1601341566429573121,92,2022-12-09 22:22:35,Twitter for Android,0,2823,0.0,0.0,Neutral
": sliding into the semis :ox::argentina:

fifaworldcup qatar2022 forzainter ",1601341566396030976,102,2022-12-09 22:22:35,Twitter for Android,0,21,0.0,0.0,Neutral
": it all came down to lautaro martínez, the final penalty taker for argentina. martínez scored his team's fourth goal of the sho…",1601341566009823232,140,2022-12-09 22:22:35,Twitter Web App,0,20,-0.051851851851851864,0.42962962962962964,Negative
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341565682987010,98,2022-12-09 22:22:35,Twitter for Android,0,717,-0.45,1.0,Negative
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341565099999232,94,2022-12-09 22:22:35,Twitter for Android,0,258,0.0,0.0,Neutral
"no leave 
no transfer!

fifaworldcup
nedarg ",1601341564672180224,71,2022-12-09 22:22:35,Twitter for Android,0,0,0.0,0.0,Neutral
": :police_car_light: emiliano martinez: “we had the worst referee in the wc, by far” fifaworldcup",1601341563921395712,98,2022-12-09 22:22:34,Twitter for Android,0,717,-0.45,1.0,Negative
": :red_exclamation_mark:messi: “what are you looking at? continue ahead, fool” fifaworldcup 

",1601341562981449728,115,2022-12-09 22:22:34,Twitter for Android,0,238,0.0,0.0,Neutral
: argentina wins 4-3 in penalties against netherlands at the world cup. fifaworldcup ,1601341562277236736,120,2022-12-09 22:22:34,Twitter for Android,0,2390,0.3,0.2,Positive
": what it means :red_heart::argentina:

fifaworldcup | fifafanfestival ",1601341562276880384,94,2022-12-09 22:22:34,Twitter for Android,0,258,0.0,0.0,Neutral
": world cup is called ""iko mba ụwa"" in igbo language.  fifaworldcup  

retweet to educate someone on your timeline",1601341562067521536,134,2022-12-09 22:22:34,Twitter for Android,0,552,0.0,0.0,Neutral
